episode, step, reward, done, health, vx, vy, vz, px, py, pz
2143, 1463869, -0.0011999999405816197, False, 92.87984, -1.0110033, 0.0, 6.49113, 36.570534, 0.49000007, 35.581165
2143, 1463870, -0.0011999999405816197, False, 92.759834, -1.6498628, 0.0, 8.240655, 36.5669, 0.49000007, 36.049526
2143, 1463871, -0.0011999999405816197, False, 92.63983, -2.3785422, 0.0, 9.761566, 36.598114, 0.49000007, 36.619377
2143, 1463872, -0.0011999999405816197, False, 92.51983, -3.1672559, 0.0, 11.0681305, 36.67672, 0.49000007, 37.27679
2143, 1463873, -0.0011999999405816197, False, 92.399826, -2.735695, 0.0, 6.781638, 36.748676, 0.49000007, 37.786797
2143, 1463874, -0.0011999999405816197, False, 92.27982, -2.127184, 0.0, 4.005871, 36.793743, 0.49000007, 38.106224
2143, 1463875, -0.0011999999405816197, False, 92.15982, -1.5082667, 0.0, 2.2387035, 36.82103, 0.49000007, 38.299633
2143, 1463876, -0.0011999999405816197, False, 92.03982, -1.6258183, 0.0, 4.382213, 36.915504, 0.49000007, 38.520138
2143, 1463877, -0.0011999999405816197, False, 91.919815, -1.2389867, 0.0, 2.500846, 37.009075, 0.49000007, 38.698784
2143, 1463878, -0.0011999999405816197, False, 91.79981, -0.8272233, 0.0, 1.3057574, 37.062603, 0.49000007, 38.80098
2143, 1463879, -0.0011999999405816197, False, 91.67981, -0.9523077, 0.0, 3.593112, 37.19336, 0.49000007, 38.922935
2143, 1463880, -0.0011999999405816197, False, 91.55981, -1.3065355, 0.0, 5.6359997, 37.45, 0.49000007, 39.090332
2143, 1463881, -0.0011999999405816197, False, 91.439804, -1.8191366, 0.0, 7.445327, 37.825836, 0.49000007, 39.284454
2143, 1463882, -0.0011999999405816197, False, 91.3198, -2.4462068, 0.0, 9.030817, 38.313553, 0.49000007, 39.48733
2143, 1463883, -0.0011999999405816197, False, 91.1998, 0.5926068, 1.0430813e-07, 5.8317833, 38.686398, 0.4891666, 39.499897
2143, 1463884, -0.0011999999405816197, False, 91.079796, 1.387181, 0.0, 6.527324, 39.072254, 0.4894403, 39.499996
2143, 1463885, -0.0011999999405816197, False, 90.95979, 2.1492991, -2.9802322e-08, 6.6151457, 39.486946, 0.48902726, 39.499996
2143, 1463886, -0.0011999999405816197, False, 90.83979, 0.004334098, 1.4901161e-08, 0.020450318, 39.499897, 0.4890816, 39.499996
2143, 1463887, -0.0011999999405816197, False, 90.71979, 3.5342222e-05, 0.0, 0.0001488943, 39.5, 0.48916698, 39.499996
2143, 1463888, -0.0011999999405816197, False, 90.599785, 0.0, 0.0, 0.0, 39.5, 0.48999333, 39.499996
2143, 1463889, -0.0011999999405816197, False, 90.47978, -1.0788424e-05, -1.4901161e-08, 6.228642e-06, 39.5, 0.489994, 39.499996
2143, 1463890, -0.0011999999405816197, False, 90.35978, -1.0681193e-05, 1.4901161e-08, 6.2355584e-06, 39.5, 0.48999453, 39.499996
2143, 1463891, -0.0011999999405816197, False, 90.23978, -1.0078254e-05, -1.4901161e-08, 7.32222e-06, 39.5, 0.48999503, 39.499996
2143, 1463892, -0.0011999999405816197, False, 90.119774, -1.0030032e-05, 1.4901161e-08, 7.2871853e-06, 39.5, 0.4899954, 39.499996
2143, 1463893, -0.0011999999405816197, False, 89.99977, -1.0736806e-05, 0.0, 6.1988385e-06, 39.5, 0.48999575, 39.499996
2143, 1463894, -0.0011999999405816197, False, 89.87977, -9.981811e-06, 1.4901161e-08, 7.2521493e-06, 39.5, 0.48999608, 39.499996
2143, 1463895, -0.0011999999405816197, False, 89.759766, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.48999643, 39.499996
2143, 1463896, -0.0011999999405816197, False, 89.63976, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.4899968, 39.499996
2143, 1463897, -0.0011999999405816197, False, 89.51976, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.48999712, 39.499996
2143, 1463898, -0.0011999999405816197, False, 89.39976, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.48999748, 39.499996
2143, 1463899, -0.0011999999405816197, False, 89.279755, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.4899978, 39.499996
2143, 1463900, -0.0011999999405816197, False, 89.15975, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.48999798, 39.499996
2143, 1463901, -0.0011999999405816197, False, 89.03975, -1.0030032e-05, 1.4901161e-08, 7.287184e-06, 39.5, 0.48999816, 39.499996
2143, 1463902, -0.0011999999405816197, False, 88.91975, -1.0736809e-05, 1.4901161e-08, 6.1988358e-06, 39.5, 0.48999834, 39.499996
2143, 1463903, -0.0011999999405816197, False, 88.79974, -1.0736809e-05, 0.0, 6.1988358e-06, 39.5, 0.48999852, 39.499996
2143, 1463904, -0.0011999999405816197, False, 88.67974, -9.9818135e-06, 1.4901161e-08, 7.2521475e-06, 39.5, 0.48999864, 39.499996
2143, 1463905, -0.0011999999405816197, False, 88.55974, -1.0736809e-05, 1.4901161e-08, 6.1988344e-06, 39.5, 0.48999873, 39.499996
2143, 1463906, -0.0011999999405816197, False, 88.439735, -1.0736809e-05, 1.4901161e-08, 6.1988344e-06, 39.5, 0.48999873, 39.499996
2143, 1463907, -0.0011999999405816197, False, 88.31973, -1.0736809e-05, 1.4901161e-08, 6.1988344e-06, 39.5, 0.48999873, 39.499996
2143, 1463908, -0.0011999999405816197, False, 88.19973, -1.0078258e-05, 0.0, 7.3222145e-06, 39.5, 0.48999873, 39.499996
2143, 1463909, -0.0011999999405816197, False, 88.07973, -1.0030037e-05, 1.4901161e-08, 7.28718e-06, 39.5, 0.48999873, 39.499996
2143, 1463910, -0.0011999999405816197, False, 87.959724, -1.0030037e-05, 0.0, 7.28718e-06, 39.5, 0.48999873, 39.499996
2143, 1463911, -0.0011999999405816197, False, 87.83972, -1.0030037e-05, 1.4901161e-08, 7.28718e-06, 39.5, 0.48999873, 39.499996
2143, 1463912, -0.0011999999405816197, False, 87.71972, -1.0736811e-05, 1.4901161e-08, 6.198831e-06, 39.5, 0.48999873, 39.499996
2143, 1463913, -0.0011999999405816197, False, 87.59972, -1.1298724e-05, 0.0, 5.030446e-06, 39.5, 0.48999873, 39.499996
2143, 1463914, -0.0011999999405816197, False, 87.47971, -1.0736812e-05, 1.4901161e-08, 6.1988285e-06, 39.5, 0.48999873, 39.499996
2143, 1463915, -0.0011999999405816197, False, 87.35971, -1.0736812e-05, 0.0, 6.1988285e-06, 39.5, 0.48999873, 39.499996
2143, 1463916, -0.0011999999405816197, False, 87.23971, -1.00300385e-05, 1.4901161e-08, 7.287176e-06, 39.5, 0.48999873, 39.499996
2143, 1463917, -0.0011999999405816197, False, 87.119705, -1.00300385e-05, 0.0, 7.287176e-06, 39.5, 0.48999873, 39.499996
2143, 1463918, -0.0011999999405816197, False, 86.9997, -1.00300385e-05, 0.0, 7.287176e-06, 39.5, 0.48999873, 39.499996
2143, 1463919, -0.0011999999405816197, False, 86.8797, -1.00300385e-05, 0.0, 7.287176e-06, 39.5, 0.48999873, 39.499996
2143, 1463920, -0.0011999999405816197, False, 86.7597, -1.0736813e-05, 1.4901161e-08, 6.1988267e-06, 39.5, 0.48999873, 39.499996
2143, 1463921, -0.0011999999405816197, False, 86.639694, -1.1325951e-05, -1.4901161e-08, 5.0425624e-06, 39.5, 0.48999873, 39.499996
2143, 1463922, -0.0011999999405816197, False, 86.51969, -1.1325951e-05, -1.4901161e-08, 5.0425624e-06, 39.5, 0.48999873, 39.499996
2143, 1463923, -0.0011999999405816197, False, 86.39969, -0.16572678, -1.4901161e-08, -2.4744267, 39.40944, 0.49, 39.456932
2143, 1463924, -0.0011999999405816197, False, 86.279686, -0.08737701, -1.4901161e-08, 0.6682099, 39.390224, 0.49, 39.45563
2143, 1463925, -0.0011999999405816197, False, 86.15968, 0.29069844, -0.03384018, 0.503511, 39.472973, 0.48868796, 39.50046
2143, 1463926, -0.0011999999405816197, False, 86.03968, 0.09855482, -1.4901161e-08, 0.22136141, 39.498787, 0.4872886, 39.50001
2143, 1463927, -0.0011999999405816197, False, 85.91968, 0.00080680894, 0.0, 0.0018121526, 39.49999, 0.48763403, 39.500008
2143, 1463928, -0.0011999999405816197, False, 85.799675, 0.0, 0.0, 0.0, 39.5, 0.487854, 39.500008
2143, 1463929, -0.0011999999405816197, False, 85.67967, 0.0, 0.0, 0.0, 39.5, 0.48805347, 39.500008
2143, 1463930, -0.0011999999405816197, False, 85.55967, 0.0, 0.0, 0.0, 39.5, 0.48823437, 39.500008
2143, 1463931, -0.0011999999405816197, False, 85.43967, 0.0, 0.0, 0.0, 39.5, 0.48839855, 39.500008
2143, 1463932, -0.0011999999405816197, False, 85.319664, 0.0, 0.0, 0.0, 39.5, 0.4885474, 39.500008
2143, 1463933, -0.0011999999405816197, False, 85.19966, 0.0, 0.0, 0.0, 39.5, 0.48868248, 39.500008
2143, 1463934, -0.0011999999405816197, False, 85.07966, 0.0, 0.0, 0.0, 39.5, 0.488805, 39.500008
2143, 1463935, -0.0011999999405816197, False, 84.959656, 0.0, 0.0, 0.0, 39.5, 0.48891607, 39.500008
2143, 1463936, -0.0011999999405816197, False, 84.83965, 0.0, 0.0, 0.0, 39.5, 0.4890168, 39.500008
2143, 1463937, -0.0011999999405816197, False, 84.71965, 0.0, 0.0, 0.0, 39.5, 0.48910818, 39.500008
2143, 1463938, -0.0011999999405816197, False, 84.59965, 0.0, 0.0, 0.0, 39.5, 0.4891911, 39.500008
2143, 1463939, -0.0011999999405816197, False, 84.479645, 0.0, 0.0, 0.0, 39.5, 0.48926622, 39.500008
2143, 1463940, -0.0011999999405816197, False, 84.35964, 0.0, 0.0, 0.0, 39.5, 0.4893344, 39.500008
2143, 1463941, -0.0011999999405816197, False, 84.23964, 0.0, 0.0, 0.0, 39.5, 0.48939627, 39.500008
2143, 1463942, -0.0011999999405816197, False, 84.11964, 0.0, 0.0, 0.0, 39.5, 0.48945236, 39.500008
2143, 1463943, -0.0011999999405816197, False, 83.99963, 0.0, 0.0, 0.0, 39.5, 0.48950323, 39.500008
2143, 1463944, -0.0011999999405816197, False, 83.87963, 0.0, 0.0, 0.0, 39.5, 0.4895494, 39.500008
2143, 1463945, -0.0011999999405816197, False, 83.75963, 0.0, 0.0, 0.0, 39.5, 0.48959127, 39.500008
2143, 1463946, -0.0011999999405816197, False, 83.639626, 0.0, 0.0, 0.0, 39.5, 0.48962924, 39.500008
2143, 1463947, -0.0011999999405816197, False, 83.51962, 0.0, 0.0, 0.0, 39.5, 0.48966375, 39.500008
2143, 1463948, -0.0011999999405816197, False, 83.39962, 0.0, 0.0, 0.0, 39.5, 0.48969498, 39.500008
2143, 1463949, -0.0011999999405816197, False, 83.27962, 0.0, 0.0, 0.0, 39.5, 0.4897233, 39.500008
2143, 1463950, -0.0011999999405816197, False, 83.159615, 0.0, 0.0, 0.0, 39.5, 0.489749, 39.500008
2143, 1463951, -0.0011999999405816197, False, 83.03961, 0.0, 0.0, 0.0, 39.5, 0.48977235, 39.500008
2143, 1463952, -0.0011999999405816197, False, 82.91961, 0.0, 0.0, 0.0, 39.5, 0.48979345, 39.500008
2143, 1463953, -0.0011999999405816197, False, 82.79961, 0.0, 0.0, 0.0, 39.5, 0.4898126, 39.500008
2143, 1463954, -0.0011999999405816197, False, 82.6796, 0.0, 0.0, 0.0, 39.5, 0.48983002, 39.500008
2143, 1463955, -0.0011999999405816197, False, 82.5596, 0.0, 0.0, 0.0, 39.5, 0.48984584, 39.500008
2143, 1463956, -0.0011999999405816197, False, 82.4396, 0.0, 0.0, 0.0, 39.5, 0.48986015, 39.500008
2143, 1463957, -0.0011999999405816197, False, 82.319595, 0.0, 0.0, 0.0, 39.5, 0.4898732, 39.500008
2143, 1463958, -0.0011999999405816197, False, 82.19959, 0.0, 0.0, 0.0, 39.5, 0.48988494, 39.500008
2143, 1463959, -0.0011999999405816197, False, 82.07959, 0.0, 0.0, 0.0, 39.5, 0.48989567, 39.500008
2143, 1463960, -0.0011999999405816197, False, 81.95959, 0.0, 0.0, 0.0, 39.5, 0.4899054, 39.500008
2143, 1463961, -0.0011999999405816197, False, 81.839584, 0.0, 0.0, 0.0, 39.5, 0.48991415, 39.500008
2143, 1463962, -0.0011999999405816197, False, 81.71958, 0.0, 0.0, 0.0, 39.5, 0.4899221, 39.500008
2143, 1463963, -0.0011999999405816197, False, 81.59958, 0.0, 0.0, 0.0, 39.5, 0.48992938, 39.500008
2143, 1463964, -0.0011999999405816197, False, 81.479576, -6.7003434e-12, 0.0, 3.868374e-12, 39.5, 0.48999822, 39.5
2143, 1463965, -0.0011999999405816197, False, 81.35957, 0.0, 0.0, 0.0, 39.5, 0.4899984, 39.5
2143, 1463966, -0.0011999999405816197, False, 81.23957, 0.0, 0.0, 0.0, 39.5, 0.48999858, 39.5
2143, 1463967, -0.0011999999405816197, False, 81.11957, 0.0, 0.0, 0.0, 39.5, 0.48999867, 39.5
2143, 1463968, -0.0011999999405816197, False, 80.999565, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463969, -0.0011999999405816197, False, 80.87956, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463970, -0.0011999999405816197, False, 80.75956, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463971, -0.0011999999405816197, False, 80.63956, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463972, -0.0011999999405816197, False, 80.519554, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463973, -0.0011999999405816197, False, 80.39955, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463974, -0.0011999999405816197, False, 80.27955, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463975, -0.0011999999405816197, False, 80.159546, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463976, -0.0011999999405816197, False, 80.03954, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463977, -0.0011999999405816197, False, 79.91954, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463978, -0.0011999999405816197, False, 79.79954, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463979, -0.0011999999405816197, False, 79.679535, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463980, -0.0011999999405816197, False, 79.55953, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463981, -0.0011999999405816197, False, 79.43953, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463982, -0.0011999999405816197, False, 79.31953, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463983, -0.0011999999405816197, False, 79.199524, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463984, -0.0011999999405816197, False, 79.07952, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463985, -0.0011999999405816197, False, 78.95952, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463986, -0.0011999999405816197, False, 78.839516, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463987, -0.0011999999405816197, False, 78.71951, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463988, -0.0011999999405816197, False, 78.59951, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463989, -0.0011999999405816197, False, 78.47951, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463990, -0.0011999999405816197, False, 78.359505, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463991, -0.0011999999405816197, False, 78.2395, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463992, -0.0011999999405816197, False, 78.1195, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463993, -0.0011999999405816197, False, 77.9995, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463994, -0.0011999999405816197, False, 77.87949, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463995, -0.0011999999405816197, False, 77.75949, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463996, -0.0011999999405816197, False, 77.63949, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463997, -0.0011999999405816197, False, 77.519485, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463998, -0.0011999999405816197, False, 77.39948, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1463999, -0.0011999999405816197, False, 77.27948, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1464000, -0.0011999999405816197, False, 77.15948, 0.0, 0.0, 0.0, 39.5, 0.48999873, 39.5
2143, 1464001, -0.0011999999405816197, False, 77.039474, -7.882836e-12, 0.0, 4.551059e-12, 39.5, 0.48999926, 39.5
2143, 1464002, -0.0011999999405816197, False, 76.91947, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464003, -0.0011999999405816197, False, 76.79947, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464004, -0.0011999999405816197, False, 76.67947, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464005, -0.0011999999405816197, False, 76.55946, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464006, -0.0011999999405816197, False, 76.43946, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464007, -0.0011999999405816197, False, 76.31946, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464008, -0.0011999999405816197, False, 76.199455, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464009, -0.0011999999405816197, False, 76.07945, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464010, -0.0011999999405816197, False, 75.95945, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464011, -0.0011999999405816197, False, 75.83945, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464012, -0.0011999999405816197, False, 75.719444, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464013, -0.0011999999405816197, False, 75.59944, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464014, -0.0011999999405816197, False, 75.47944, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464015, -0.0011999999405816197, False, 75.359436, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464016, -0.0011999999405816197, False, 75.23943, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464017, -0.0011999999405816197, False, 75.11943, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464018, -0.0011999999405816197, False, 74.99943, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464019, -0.0011999999405816197, False, 74.879425, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464020, -0.0011999999405816197, False, 74.75942, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464021, -0.0011999999405816197, False, 74.63942, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464022, -0.0011999999405816197, False, 74.51942, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464023, -0.0011999999405816197, False, 74.399414, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464024, -0.0011999999405816197, False, 74.27941, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464025, -0.0011999999405816197, False, 74.15941, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464026, -0.0011999999405816197, False, 74.039406, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
2143, 1464027, -0.0011999999405816197, False, 73.9194, 0.0, 0.0, 0.0, 39.5, 0.48999932, 39.5
