participant_id,consent,age,gender,colour_blindness,hours_computerised_video_games,first_third_person_games,strategy_puzzle_games,sports_based_games,simulator_games,mobile_games,game_type_other,game_type_child_does_not_play_games,game_type_do_not_know,desktop_with_keyboard,desktop_with_joystick,games_console_controller,handheld_non_mobile_non_tablet_device,tablet_smartphone_with_touchscreen,game_controller_other,game_controller_child_does_not_play_games,game_controller_do_not_know,task_order,tutorial_0_ready-G2-sanity_1,tutorial_1_turning-G2-rightfar_1,tutorial_2_forcedchoice-lavaleft-G2right_1,tutorial_3_3choicecylinder-G2-left_1,tutorial_4_3choicecylinder-G2-right_1,tutorial_5_multi-2Y2-left_1,tutorial_6_OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ_variant_1,tutorial_7_OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ_1,tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1,tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_1,tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1,tutorial_0_ready-G2-sanity_2,tutorial_1_turning-G2-rightfar_2,tutorial_2_forcedchoice-lavaleft-G2right_2,tutorial_3_3choicecylinder-G2-left_2,tutorial_4_3choicecylinder-G2-right_2,tutorial_5_multi-2Y2-left_2,tutorial_6_OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ_variant_2,tutorial_7_OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ_2,tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2,tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_2,tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2,tutorial_0_ready-G2-sanity_3,OP-STC-Allo-PCTB-3CupFC-1G2RClose-Brown-0-OPQ,OP-STC-Allo-CVChick-Low-Left-Grey-0-OPQ,OP-STC-Allo-PCTB-3CupFC-2G2LRFar-DarkBlue-0-OpLava,OP-STC-Allo-PCTB-3CupFC-1G2MClose-Grey-0-OPQ,OP-STC-Allo-CVChick-2Occluder-Right-Grey-0-OPQ,OP-STC-Allo-CVChick-1Occluder-Right-Grey-0-OPQ,OP-STC-Allo-PCTB-12CupGrid-G2CloseLeftClose-NA-0-NA,OP-STC-Allo-PCTB-12CupGrid-G2FarRight-G2Far-NA-0-NA,OP-STC-Allo-PCTB-4CupGridClose-G2FarLeft-NA-0-NA,OP-STC-Allo-PCTB-3CupFC-2G2MRFar-Brown-0-OPQ,OP-STC-Allo-CVChick-1Occluder-Right-RND-0-OPQ,OP-STC-Allo-PCTB-12CupGrid-G2CloseRightMid-NA-0-NA,OP-STC-Allo-PCTB-4CupGridFar-G2CloseRight-NA-0-NA,OP-STC-Allo-PCTB-3CupFC-1G2LFar-Beige-0-OpLava,OP-STC-Allo-CVChick-Low-Right-RND-0-OPQ,OP-STC-Allo-CVChick-2Occluder-Left-Grey-0-OPQ,OP-STC-Allo-CVChick-Low-Right-Grey-0-OPQ,OP-STC-Allo-CVChick-2Occluder-Left-RND-0-OPQ,OP-STC-Allo-PCTB-12CupGrid-G2CloseRightClose-NA-0-NA,OP-STC-Allo-CVChick-2Occluder-Left-Grey-0-OPQ,OP-STC-Allo-CVChick-1Occluder-Left-Grey-0-OPQ,OP-STC-Allo-CVChick-2Occluder-Left-RND-0-OPQ,OP-STC-Allo-PCTB-3CupFC-2G2LMFar-DarkBlue-0-OpLava,OP-STC-Allo-PCTB-3CupFC-1G2LClose-DarkBlue-0-OpLava,OP-STC-Allo-CVChick-Low-Left-Grey-0-OPQ,OP-STC-Allo-PCTB-3CupFC-2G2LMClose-DarkGreen-0-OPQ,OP-STC-Allo-CVChick-2Occluder-Right-Grey-0-OPQ,OP-STC-Allo-CVChick-1Occluder-Right-Grey-0-OPQ,OP-STC-Allo-PCTB-3CupFC-2G2MRClose-DarkBlue-0-OPQ,OP-STC-Allo-CVChick-Low-Right-Grey-0-OPQ,OP-STC-Allo-PCTB-12CupGrid-G2FarLeft-G2Far-NA-0-NA,OP-STC-Allo-CVChick-Low-Right-RND-0-OPQ,OP-STC-Allo-PCTB-4CupGridClose-G2FarRight-NA-0-NA,OP-STC-Allo-PCTB-4CupGridMid-G2FarLeft-NA-0-NA,OP-STC-Allo-PCTB-4CupGridMid-G2CloseLeft-NA-0-NA,OP-STC-Allo-CVChick-1Occluder-Left-Grey-0-OPQ,OP-STC-Allo-PCTB-3CupFC-1G2RFar-Brown-0-OPQ,OP-STC-Allo-CVChick-1Occluder-Right-RND-0-OPQ
4M21_01,1,4,M,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,2.997,-1.436005,1.856694,1.691599,1.998,,,,,,,,,,,,-1.000141,2.750397,-1.0698,1.896999,2.9028,-1.152201,1.767998,-1.000015,1.536394,3.652563,2.855799,-1.000015,1.450393,-1.0276,2.828598,-1.119601,2.881999,2.9062,-1.000015,-1.154202,-1.188802,-1.089,-1.0564,-1.082,-1.109201,0.8428794,2.875999,2.806598,3.395145,-1.179602,-1.000015,2.671196,1.445193,1.698397,1.827599,2.781198,-1.000141,-1.1942
5M22_01,1,5,M,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,-1,-1.252802,-1.000012,1.500396,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.303404,-1.107801,-1.233603,-1.491007,-1.037,-1.109601,-1.000141,2.783397,-1.0734,-1.000141,2.875599,-1.000015,-1.108001,1.571195,-1.000015,-1.000015,-1.162602,-1.000141,-1.1794
6M23_01,1,6,M,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,B,1.998,1.998,-1,1.4985,1.4985,3.996,2.4975,-1,1.431993,-1.000012,1.570797,,,,,,,,,,,,,-1.000141,-1.225603,-1.0142,1.9396,-1.184602,-1.126601,-1.000015,-1.000015,-1.000015,3.341504,-1.0696,-1.000015,-1.000015,-1.0332,-1.138201,2.9236,-1.0844,2.9092,1.816399,2.791598,-1.0804,2.9516,0.8943961,1.889799,-1.173802,0.861874,-1.0616,-1.0508,0.7213136,-1.0802,-1.000015,-1.121601,-1.000015,1.484794,1.663597,-1.122201,-1.000141,-1.1526
5F24_01,1,5,F,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,2.997,-1.412005,2.060697,1.693199,1.998,,,,,,,,,,,,1.892599,2.854999,3.45553,1.9038,2.830398,-1.103801,1.825999,1.785599,1.799599,3.709766,2.893399,-1.000015,1.808799,1.841799,2.900399,2.877799,-1.113001,2.831798,1.8496,2.786597,-1.127401,-1.149401,3.762177,-1.0648,-1.291604,3.748773,2.898799,2.851599,0.8208857,2.835398,1.728398,2.846999,1.825599,1.661197,1.715198,-1.243203,1.895999,-1.112
5M25_01,1,5,M,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,-1,1.521594,2.2991,1.8452,1.998,,,,,,,,,,,,-1.000141,-1.138201,-1.0142,1.9396,2.9492,2.9512,-1.000015,-1.000015,-1.000015,3.341504,2.9508,-1.000015,-1.000015,-1.0332,2.9576,2.9432,-1.085,2.9424,1.816399,2.9368,2.886199,2.9256,0.8943961,1.889799,2.9214,0.861874,2.823398,-1.0482,0.7213136,-1.128001,-1.000015,-1.154801,-1.000015,1.484794,1.663597,-1.382405,-1.000141,2.9214
5M26_01,1,5,M,99,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,-1,-1.1176,1.849494,1.445995,1.998,1.998,,,,,,,,,,,1.857399,2.855199,-1.0586,1.9194,-1.169802,-1.198802,1.606396,1.579995,1.494794,0.8912659,-1.149801,1.797199,-1.000015,-1.0766,-1.233203,2.810198,-1.735976,2.741797,1.818799,2.880399,2.894599,-1.000141,-1.0332,1.717396,2.745197,3.704567,-1.304804,2.821398,-1.000141,-1.180002,-1.000015,-1.105601,1.687597,1.632796,1.8756,2.792998,-1.000141,-1.1766
5M27_01,1,5,M,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,1.998,1.998,-1,1.4985,1.4985,3.996,2.4975,2.997,1.702397,2.131098,1.626798,1.998,1.998,,,,,,,,,,,1.857399,2.775397,3.62516,1.848999,2.760397,2.880599,1.720398,1.470793,1.629996,3.471732,2.786198,-1.000015,1.815199,1.758397,2.872799,2.870199,2.875999,2.892399,1.715998,2.824598,2.901599,2.813798,0.3939499,1.847999,2.903199,3.696163,2.866999,2.821798,3.713573,2.787398,1.627196,-1.174202,1.8336,1.677597,1.577995,-1.375205,1.867599,-1.00014
5M28_01,1,5,M,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,-1,-1.420405,-1.000012,1.046788,1.998,1.998,,,,,,,,,,,1.895199,2.885399,-1.103601,1.896999,2.849599,2.689596,-1.000015,1.232389,1.660797,3.544539,2.822398,-1.000015,-1.000015,-1.0438,-1.513206,2.886599,2.897799,2.9176,1.28119,2.873199,2.791798,2.806198,0.2219265,-1.0948,-1.110601,3.710373,2.669196,2.836198,3.578155,2.883399,1.645596,2.871199,-1.000015,1.619996,-1.000015,-1.166802,1.722597,2.775797
4F31_01,1,4,F,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,-1,1.473193,-1.000012,-1.000012,,,,,,,,,,,,,1.881799,2.461397,0.5475374,1.731197,-1.141601,-1.286604,1.681597,-1.000015,1.520794,2.981058,2.832998,1.844,1.359192,-1.0144,-1.165002,2.618395,-1.166802,2.835598,-1.000015,2.855399,-1.153201,2.678596,-1.108601,-1.0728,-1.136401,3.0723,-1.136401,-1.225403,0.8850675,2.749997,-1.000015,-1.247203,-1.000015,-1.000015,-1.000015,-1.209402,1.615395,-1.2774
5M33_01,1,5,M,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,B,1.998,1.998,1.998,1.4985,1.4985,3.996,2.4975,2.997,-1.694809,2.000696,1.561997,1.998,1.998,,,,,,,,,,,1.656595,-1.000141,3.316747,1.755797,2.9042,2.812598,1.809599,1.605196,1.772799,3.273554,2.823798,1.732398,1.655197,1.780597,2.737797,2.654795,2.624595,2.739197,1.781999,2.734597,-1.392805,2.851999,3.286302,1.760197,2.656395,0.6215417,-1.373405,2.846399,3.637765,2.742597,1.409592,-1.349205,1.692797,1.655197,1.683997,2.664596,1.783998,2.720996
