"agent_tag","Suite","SubSuite","Paradigm","Task","Instance","ColorVariant","OccluderVariant","lavaPresence","taskCriticalRampPresence","greenGoalPresence","yellowGoalPresence","stationaryGreenGoalPresence","stationaryYellowGoalPresence","movingGreenGoalPresence","movingYellowGoalPresence","numGreenGoals","numYellowGoals","numGoalsAll","mainGoalSize","multipleGoalSameSize","frozenAgentPresence","frozenAgentDelayLength","lightsOutPresence","lightsOutAlternatingPresence","lightsOutPeriod","goalBecomesAllocentricallyOccluded","opaqueWallNotPlatformPresence","transparentWallPresence","bluePlatformPresence","decoyPresence","decoySize","numDecoys","goalLeftRelToStart","goalCentreRelToStart","goalRightRelToStart","forcedChoice","opaqueWallRedValue","opaqueWallGreenValue","opaqueWallBlueValue","opaqueWallColourRandomisationPresence","cityBlockDistanceToGoal","minNumTurnsRequired","numChoices","success","problem_flag","instance_id"
"5M1_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M2_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4F3_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"7M4_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5F5_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5F5_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"5F6_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5F6_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"7F7_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"7F7_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"5M8_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4M9_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4M10_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6M11_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"7M12_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4M13_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4M13_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"6F14_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6F14_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"5M15_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6M16_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6M16_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_2.yml"
"6F17_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6M18_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M19_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5F20_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4M21_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M22_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"6M23_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5F24_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M25_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M26_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M27_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M28_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"4F31_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,0,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M33_01","Controls","OP Controls","PCTB","12CupGrid","G2FarRightClose",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,255,0,35,1,12,1,"N","tutorial_10_OP-RP-Allo-PCTB-12CupGrid-G2FarRightClose-NA-0-NA_1.yml"
"5M1_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M2_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4F3_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"7M4_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5F5_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5F5_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"5F6_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5F6_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"7F7_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"7F7_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"5M8_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4M9_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4M10_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6M11_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"7M12_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4M13_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4M13_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"6F14_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6F14_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"5M15_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6M16_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6M16_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_2.yml"
"6F17_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6M18_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M19_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5F20_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4M21_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M22_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"6M23_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5F24_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M25_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M26_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M27_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M28_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"4F31_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,1,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M33_01","Controls","OP Controls","PCTB","3CupFCTrans","1G2LClose",NA,"OpLava",1,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,0,49.4,5,3,0,"N","tutorial_8_OP-RP-Allo-PCTB-3CupFCTrans-1G2LClose-NA-0-OpLava_1.yml"
"5M1_01","Controls","OP Controls","PCTB","4CupGridClose","G2.5FarLeft",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,255,0,37,1,4,1,"N","tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_1.yml"
"5M2_01","Controls","OP Controls","PCTB","4CupGridClose","G2.5FarLeft",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,255,0,37,1,4,1,"N","tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_1.yml"
"4F3_01","Controls","OP Controls","PCTB","4CupGridClose","G2.5FarLeft",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,255,0,37,1,4,0,"N","tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_1.yml"
"7M4_01","Controls","OP Controls","PCTB","4CupGridClose","G2.5FarLeft",NA,NA,0,1,1,0,1,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,255,0,37,1,4,1,"N","tutorial_9_OP-RP-Allo-PCTB-4CupGridClose-G2.5FarLeft-NA-0-NA_1.yml"
